,Unnamed: 0,id,genero,casado,edad,graduado,profesion,exp_laboral,nivel_gasto,tamanno_familia,anno_nacimiento,generacion,ingresos_anuales,provincia,encuentro_digital,gasto_medio_mensual_cuota,abandono,dias_como_cliente,camp_anno,Cluster,PCA1,PCA2
4349,4349,CLI4351,1,0,25,0,6,0,0,1,1999,2,31096,33,2.064,30,1,392,3.0,5,-25018.49151204931,-1029.049529777879
4350,4350,CLI4352,1,0,24,0,6,0,0,6,2000,2,17483,46,2.961,30,0,587,4.0,1,-38631.459855382316,-1014.7134584306496
4351,4351,CLI4353,0,1,52,1,0,2,2,6,1972,1,31117,41,0.974,30,0,48,0.0,5,-24997.513734191292,-1027.1447896864756
4352,4352,CLI4354,1,1,75,1,0,2,2,2,1949,1,22740,24,1.443,30,1,377,3.0,1,-33374.457384731286,-1017.8934769467851
4353,4353,CLI4355,1,0,28,0,7,0,0,2,1996,3,20208,38,1.443,30,0,573,4.0,1,-35906.458160954026,-1014.3777123173013
4354,4354,CLI4356,0,0,33,0,0,1,0,1,1991,3,18927,31,1.192,30,0,501,4.0,1,-37187.46169104936,-1012.1425500769355
4355,4355,CLI4357,1,1,30,0,2,0,0,6,1994,3,25155,16,0.732,30,0,171,0.0,1,-30959.503902083376,-1017.2962472081144
4356,4356,CLI4358,1,1,42,1,7,2,1,3,1982,3,122345,40,1.445,200,0,338,0.5,2,66230.54030673638,-1111.1557218055805
4357,4357,CLI4359,0,0,36,0,8,1,0,1,1988,3,20063,38,1.1,30,0,39,0.0,1,-36051.510127682806,-1010.3520617260947
4358,4358,CLI4360,0,1,51,0,0,2,0,5,1973,1,43763,18,0.955,30,0,406,3.0,3,-12351.47557677354,-1032.4167255092107
4359,4359,CLI4361,0,1,41,1,0,1,0,2,1983,3,40102,10,1.974,50,0,444,1.0,5,-16012.46341786044,-1027.831888143971
4360,4360,CLI4362,0,1,45,1,0,2,1,2,1979,1,65032,26,1.491,50,0,464,3.0,0,8917.52512321929,-1051.1722668503635
4361,4361,CLI4363,0,0,32,0,0,1,0,1,1992,3,24578,7,0.778,30,0,173,0.0,1,-31536.496285701356,-1010.732516554619
4362,4362,CLI4364,0,0,21,0,7,0,0,5,2003,2,12694,17,2.651,30,0,169,0.0,1,-43420.49373544978,-998.1280201096233
4363,4363,CLI4365,1,1,90,0,2,2,2,2,1934,0,34520,9,0.779,30,0,329,0.5,5,-21594.451902746856,-1018.4078506743772
4364,4364,CLI4366,0,1,53,1,5,2,0,1,1971,1,121274,37,1.326,50,1,227,0.0,2,65159.468424720675,-1102.1457440419726
4365,4365,CLI4367,1,1,74,1,0,2,2,2,1950,1,37786,24,1.15,50,1,140,0.0,5,-18328.472363671266,-1019.6362606801822
4366,4366,CLI4368,0,1,85,1,8,2,2,2,1939,0,44800,23,15.215,50,0,329,0.5,3,-11314.44891457665,-1025.4448230782737
4367,4367,CLI4369,1,1,62,1,0,2,1,2,1962,1,41718,25,1.033,50,0,183,0.0,5,-14396.474739698642,-1021.4665315149723
4368,4368,CLI4370,1,1,76,1,2,2,0,1,1948,1,103452,15,1.189,50,1,254,0.0,4,47337.49997248106,-1080.7367018919986
4369,4369,CLI4371,1,1,44,1,0,2,0,3,1980,1,127670,20,1.422,200,0,76,0.0,2,71555.52091575097,-1103.4129639641533
4370,4370,CLI4372,1,1,67,1,0,2,0,1,1957,1,75216,19,0.564,50,0,113,0.0,0,19101.500273191996,-1051.193762173527
4371,4371,CLI4373,1,1,51,1,0,2,1,5,1973,1,80112,7,1.619,30,0,345,0.5,0,23997.5055722081,-1054.926152585027
4372,4372,CLI4374,0,1,34,0,5,1,0,4,1990,3,30442,34,1.652,30,0,104,0.0,5,-25672.496275138335,-1005.473452948364
4373,4373,CLI4375,1,1,43,1,0,2,1,3,1981,3,62745,45,1.169,30,0,371,3.0,3,6630.517885769157,-1035.960337266164
4374,4374,CLI4376,0,1,98,1,0,2,2,3,1926,0,24616,31,11.305,30,0,211,0.0,1,-31498.443496869466,-997.761609184291
4375,4375,CLI4377,1,1,33,0,0,1,1,3,1991,3,29732,6,0.801,30,1,225,0.0,5,-26382.47969753584,-1001.7543201121471
4376,4376,CLI4378,0,1,65,1,0,2,1,4,1959,1,111294,15,1.561,80,0,174,0.0,2,55179.502217125744,-1080.409608236142
4377,4377,CLI4379,0,1,52,1,4,2,1,2,1972,1,89152,31,0.779,50,0,75,0.0,4,33037.48519887509,-1057.8106380935806
4378,4378,CLI4380,0,0,24,0,3,0,0,3,2000,2,23107,43,2.271,30,0,442,3.0,1,-33007.45267614444,-992.2369957859155
4379,4379,CLI4381,0,0,46,1,0,2,0,3,1978,1,126231,3,0.564,80,1,309,0.5,2,70116.49995492528,-1091.9668143851304
4380,4380,CLI4382,1,1,76,1,0,2,2,2,1948,1,78983,5,1.385,50,0,354,0.5,0,22868.53959973571,-1044.820399637867
4381,4381,CLI4383,0,0,33,1,7,1,0,5,1991,3,27332,21,0.962,30,1,384,3.0,5,-28782.454294686548,-993.3758974879338
4382,4382,CLI4384,1,1,43,0,2,2,2,7,1981,3,41509,27,1.997,30,0,83,0.0,5,-14605.491495735616,-1006.2855085441843
4383,4383,CLI4385,1,0,30,0,0,0,0,1,1994,3,22293,4,1.491,30,0,285,0.0,1,-33821.46170146371,-986.4768840445668
4384,4384,CLI4386,1,1,33,0,4,1,1,3,1991,3,25933,28,0.801,30,0,131,0.0,1,-30181.478967972547,-989.0645016286671
4385,4385,CLI4387,1,1,52,1,2,2,2,4,1972,1,91073,31,0.876,80,1,272,0.0,4,34958.52874237152,-1051.6414866156965
4386,4386,CLI4388,0,1,89,0,8,2,2,2,1935,0,71657,47,0.72,30,0,305,0.5,0,15542.542083349239,-1031.6779167052
4387,4387,CLI4389,1,1,46,0,5,2,1,3,1978,1,63641,24,1.404,30,0,71,0.0,3,7526.498692325724,-1022.9008078545685
4388,4388,CLI4390,0,0,47,1,0,2,0,1,1977,1,32709,44,1.287,30,1,386,3.0,5,-23405.443190188293,-991.625998232078
4389,4389,CLI4391,0,0,34,0,7,1,0,5,1990,3,23373,45,1.514,30,0,408,3.0,1,-32741.440551388972,-981.504201339706
4390,4390,CLI4392,0,1,43,1,0,2,1,3,1981,3,49649,35,1.859,30,0,181,0.0,3,-6465.478098145584,-1006.213076417077
4391,4391,CLI4393,0,1,63,1,0,2,1,4,1961,1,87145,1,1.561,80,0,106,0.0,4,31030.524480271022,-1041.8423011634168
4392,4392,CLI4394,1,1,39,1,8,1,0,2,1985,3,26356,0,2.043,30,0,507,1.0,1,-29758.425711689208,-981.3965325569588
4393,4393,CLI4395,1,0,47,1,5,2,0,1,1977,1,124492,29,1.404,50,0,242,0.0,2,68377.49299143744,-1076.285070105433
4394,4394,CLI4396,0,0,34,0,3,1,0,3,1990,3,25026,48,1.353,30,0,139,0.0,1,-31088.467154606016,-978.1767238489583
4395,4395,CLI4397,0,0,31,1,4,0,0,6,1993,3,21475,19,1.744,30,0,344,0.5,1,-34639.442270621854,-973.6650522544351
4396,4396,CLI4398,1,1,64,1,0,2,1,2,1960,1,58633,37,1.385,50,0,83,0.0,3,2518.531884670316,-1009.0061107544398
4397,4397,CLI4399,1,1,78,1,8,2,2,2,1946,1,86774,49,0.935,50,0,80,0.0,4,30659.52101321066,-1035.487303136917
4398,4398,CLI4400,0,1,40,1,1,1,1,2,1984,3,84175,41,0.985,50,1,281,0.0,0,28060.525808096034,-1031.9054661461505
4399,4399,CLI4401,0,0,47,1,0,2,0,3,1977,1,59016,35,0.896,80,1,250,0.0,3,2901.5589584403133,-1006.3414372065517
4400,4400,CLI4402,1,1,76,1,0,2,0,2,1948,1,112033,14,1.189,50,0,300,0.0,2,55918.5305938729,-1057.1063817273698
4401,4401,CLI4403,1,1,85,1,8,2,0,1,1939,0,73750,13,1.482,50,1,214,0.0,0,17635.552708416843,-1018.7405437997704
4402,4402,CLI4404,1,1,55,1,0,2,1,4,1969,1,47595,38,0.603,30,0,436,3.0,3,-8519.429633430314,-992.1520026755425
4403,4403,CLI4405,0,1,55,1,0,2,1,4,1969,1,115532,23,0.642,80,0,153,0.0,2,59417.51790925789,-1057.5524934415907
4404,4404,CLI4406,0,0,44,1,3,2,0,2,1980,1,92024,23,1.192,50,0,417,3.0,4,35909.54390318265,-1033.5411066087045
4405,4405,CLI4407,0,1,47,1,4,2,1,2,1977,1,48947,30,0.7,50,0,475,3.0,3,-7167.417701447892,-990.4623248866283
4406,4406,CLI4408,1,0,41,0,7,1,0,1,1983,3,109117,25,0.893,120,1,178,0.0,2,53002.54006417822,-1048.2793495532333
4407,4407,CLI4409,1,1,39,1,0,1,1,1,1985,3,18926,36,2.02,30,0,600,4.0,1,-37188.39548431792,-959.1200895279653
4408,4408,CLI4410,0,1,72,1,8,2,2,3,1952,1,55660,48,1.111,80,0,307,0.5,3,-454.4099736318458,-994.0518448414423
4409,4409,CLI4411,0,1,51,1,0,2,1,4,1973,1,40679,45,1.052,30,0,60,0.0,5,-15435.462764160548,-978.4797400353609
4410,4410,CLI4412,1,1,39,0,7,1,1,4,1985,3,27700,14,0.962,30,0,182,0.0,5,-28414.44577466677,-964.7792828569081
4411,4411,CLI4413,0,1,95,0,8,2,2,2,1929,0,62490,22,1.697,30,0,333,0.5,3,6375.579132633393,-997.7204632009261
4412,4412,CLI4414,1,0,69,0,7,2,0,1,1955,1,34843,37,1.15,30,0,453,3.0,5,-21271.401710859107,-969.6957229929394
4413,4413,CLI4415,0,1,44,1,0,2,1,5,1980,1,105507,12,0.663,30,0,62,0.0,4,49392.49358211177,-1037.7864785184847
4414,4414,CLI4416,0,1,61,1,0,2,0,1,1963,1,89599,40,0.583,50,0,427,3.0,4,33484.56569707651,-1021.1707050180084
4415,4415,CLI4417,1,0,41,1,3,1,0,4,1983,3,60766,41,1.077,30,0,331,0.5,3,4651.554596259361,-992.0365401205609
4416,4416,CLI4418,1,0,34,1,0,1,0,1,1990,3,24686,41,1.882,30,0,452,3.0,1,-31428.41005162284,-955.7769070794238
4417,4417,CLI4419,1,0,31,1,3,0,0,4,1993,3,22002,46,1.514,30,0,283,0.0,1,-34112.42802071233,-952.1924644368128
4418,4418,CLI4420,0,1,53,1,4,2,2,3,1971,1,43277,49,0.994,30,0,572,4.0,3,-12837.3968022091,-971.9056289766359
4419,4419,CLI4421,1,0,42,1,0,2,0,2,1982,3,88572,25,0.732,50,1,294,0.0,4,32457.54589499453,-1015.1967610155671
4420,4420,CLI4422,1,1,63,1,0,2,1,5,1961,1,53989,44,0.818,30,0,201,0.0,3,-2125.4386120216514,-980.4469307069003
4421,4421,CLI4423,0,0,53,0,7,2,0,1,1971,1,102386,41,0.994,120,0,320,0.5,4,46271.58187781606,-1026.6753353695594
4422,4422,CLI4424,0,1,87,1,8,2,2,1,1937,0,100139,1,1.6,50,1,319,0.5,4,44024.56827196597,-1023.4877190438792
4423,4423,CLI4425,1,1,89,1,8,2,0,1,1935,0,95680,25,0.876,50,0,447,3.0,4,39565.58781085862,-1018.1051875929807
4424,4424,CLI4426,0,0,23,0,6,0,0,8,2001,2,20963,49,2.961,30,1,392,3.0,1,-35151.412549333974,-944.1540864445506
4425,4425,CLI4427,0,0,36,1,3,1,0,2,1988,3,24327,44,1.583,30,1,386,3.0,1,-31787.407407090028,-946.4406288901309
4426,4426,CLI4428,1,0,42,1,0,2,0,2,1982,3,26962,7,0.686,30,0,233,0.0,5,-29152.422213168524,-948.0476767239225
4427,4427,CLI4429,0,1,41,1,0,1,1,3,1983,3,119477,48,0.824,30,0,451,3.0,2,63362.540066251924,-1037.3435948709157
4428,4428,CLI4430,0,0,36,1,0,1,0,1,1988,3,30710,42,0.893,30,0,271,0.0,5,-25404.42177813757,-949.6988227876654
4429,4429,CLI4431,1,1,42,1,0,2,1,2,1982,3,123205,26,1.79,50,0,406,3.0,2,67090.54481917524,-1038.9927059586735
4430,4430,CLI4432,0,1,43,1,0,2,1,4,1981,3,86347,33,0.709,30,1,224,0.0,4,30232.540920957545,-1002.0405997482039
4431,4431,CLI4433,0,1,65,1,0,2,2,2,1959,1,35303,30,0.72,50,1,119,0.0,5,-20811.413489124578,-951.2159334576354
4432,4432,CLI4434,0,1,63,1,0,2,1,4,1961,1,29598,23,0.955,30,1,106,0.0,5,-26516.42107148237,-944.6492958600056
4433,4433,CLI4435,1,1,88,1,8,2,0,1,1936,0,111597,23,0.622,50,0,589,4.0,2,55482.602279649436,-1023.6178767037509
4434,4434,CLI4436,1,1,46,0,7,2,0,3,1978,1,73544,31,1.561,30,0,288,0.0,0,17429.5623744263,-985.5242338892303
4435,4435,CLI4437,1,1,83,1,8,2,0,1,1941,0,124119,1,1.541,50,0,584,1.0,2,68004.59245741353,-1033.8474444729572
4436,4436,CLI4438,0,0,32,0,4,1,0,2,1992,3,31308,39,1.905,30,0,377,3.0,5,-24806.404598779536,-942.259814706701
4437,4437,CLI4439,0,0,36,1,4,1,0,2,1988,3,24016,13,2.066,30,1,112,0.0,1,-32098.426438639384,-934.1969238647916
4438,4438,CLI4440,0,1,69,1,0,2,0,2,1955,1,112540,22,0.876,50,0,423,3.0,2,56425.57745151705,-1019.5746081791731
4439,4439,CLI4441,1,0,36,1,7,1,0,6,1988,3,27556,8,1.169,30,1,331,0.5,5,-28558.402176085983,-935.6064262678619
4440,4440,CLI4442,1,0,24,0,3,0,0,4,2000,2,12032,21,2.03,30,1,326,0.5,1,-44082.397729463395,-919.4474773095981
4441,4441,CLI4443,1,1,40,1,0,1,1,2,1984,3,43427,10,0.686,50,1,162,0.0,3,-12687.417995992713,-949.1400781203629
4442,4442,CLI4444,0,1,58,1,0,2,1,3,1966,1,77493,35,1.267,80,0,572,4.0,0,21378.630771821452,-981.3150823735523
4443,4443,CLI4445,1,1,39,1,7,1,0,5,1985,3,30877,33,1.905,30,0,536,1.0,5,-25237.375724962625,-934.8046106043776
4444,4444,CLI4446,0,1,32,1,3,1,1,2,1992,3,19129,48,1.261,30,0,413,3.0,1,-36985.38443567951,-922.358655741331
4445,4445,CLI4447,0,1,34,1,3,1,0,1,1990,3,25859,40,1.767,30,1,288,0.0,1,-30255.40106052428,-927.9580033460334
4446,4446,CLI4448,1,1,42,1,0,2,0,4,1982,3,85780,35,1.836,30,1,247,0.0,0,29665.558972528364,-985.4818831836192
4447,4447,CLI4449,1,0,24,0,3,0,0,8,2000,2,22317,13,2.582,30,1,296,0.0,1,-33797.401295100615,-922.4977781210146
4448,4448,CLI4450,0,1,63,1,0,2,1,3,1961,1,117990,20,1.267,80,0,260,0.0,2,61875.57662101816,-1014.9297408248658
4449,4449,CLI4451,0,1,46,0,4,2,1,6,1978,1,21172,25,1.228,30,0,203,0.0,1,-34942.39705679396,-919.3998132239976
4450,4450,CLI4452,1,0,86,1,7,2,0,1,1938,0,57709,40,0.857,50,1,194,0.0,3,1594.6097202991587,-954.0798902933811
4451,4451,CLI4453,0,1,85,1,8,2,2,2,1939,0,72934,47,1.541,50,0,256,0.0,0,16819.60683086046,-967.9340260170775
4452,4452,CLI4454,1,1,87,1,8,2,2,2,1937,0,72328,44,1.072,50,0,458,3.0,0,16213.632129339429,-966.2984810423777
4453,4453,CLI4455,1,1,58,1,3,2,2,4,1966,1,99628,37,1.306,80,0,299,0.0,4,43513.595640272964,-991.9898553754783
4454,4454,CLI4456,0,1,46,1,0,2,0,2,1978,1,81892,38,1.619,50,1,165,0.0,0,25777.572225726995,-973.7013430626239
4455,4455,CLI4457,0,0,79,1,0,2,0,2,1945,0,91361,1,1.756,50,0,289,0.0,4,35246.59871725198,-981.9221612924302
4456,4456,CLI4458,1,1,78,0,2,2,1,2,1946,1,111170,32,1.482,120,1,208,0.0,2,55055.61102935094,-1000.2778981847323
4457,4457,CLI4459,0,0,28,0,4,0,0,1,1996,3,21306,31,0.995,30,1,113,0.0,1,-34808.40930596735,-911.5499274177182
4458,4458,CLI4460,1,1,81,1,8,2,2,2,1943,0,42347,26,1.248,50,0,33,0.0,5,-13767.392947436136,-931.113529514887
4459,4459,CLI4461,1,1,67,1,2,2,0,3,1957,1,66085,34,0.642,80,0,127,0.0,0,9970.609711664496,-953.2714670062196
4460,4460,CLI4462,1,1,53,1,5,2,1,3,1971,1,123436,38,1.619,80,0,310,0.5,2,67321.58484464421,-1008.2367029249372
4461,4461,CLI4463,0,0,31,0,3,0,0,4,1993,3,20263,44,0.755,30,0,80,0.0,1,-35851.40681281456,-906.5383756044175
4462,4462,CLI4464,0,1,47,1,7,2,1,2,1977,1,89963,9,1.287,50,0,547,4.0,4,33848.618253774985,-973.5005640144354
4463,4463,CLI4465,0,0,20,0,3,0,0,3,2004,2,12690,16,1.512,30,1,101,0.0,1,-43424.40330079114,-897.1389144462491
4464,4464,CLI4466,1,1,90,1,8,2,2,2,1934,0,34549,41,1.756,30,1,337,0.5,5,-21565.352418935967,-917.4339477217891
4465,4465,CLI4467,1,1,44,1,0,2,0,1,1980,1,71626,47,0.709,50,0,465,3.0,0,15511.622753934396,-952.6109867913192
4466,4466,CLI4468,1,0,35,0,3,1,0,3,1989,3,29254,3,1.307,30,0,208,0.0,5,-26860.39137243344,-910.291348019261
4467,4467,CLI4469,1,0,30,1,3,0,0,4,1994,3,30536,24,1.652,30,0,393,3.0,5,-25578.373102389545,-910.5027160243153
4468,4468,CLI4470,1,1,61,1,7,2,1,5,1963,1,100239,20,0.564,30,0,568,4.0,4,44124.61724172636,-977.53235949597
4469,4469,CLI4471,0,0,23,0,3,0,0,2,2001,2,13949,2,2.409,30,0,352,0.5,1,-42165.36830230728,-892.3141768862779
4470,4470,CLI4472,0,0,31,0,7,0,0,2,1993,3,21691,15,1.698,30,1,312,0.5,1,-34423.372778212244,-898.8830282869212
4471,4471,CLI4473,1,1,47,1,0,2,1,3,1977,1,53237,44,0.661,30,1,305,0.5,3,-2877.3852208277676,-928.6898859544772
4472,4472,CLI4474,0,1,42,0,4,2,1,5,1982,3,66714,32,1.422,30,1,150,0.0,0,10599.586320825823,-940.8844268554712
4473,4473,CLI4475,1,1,69,1,0,2,1,4,1955,1,53494,23,0.622,30,0,42,0.0,3,-2620.4012208026325,-926.9984851113604
4474,4474,CLI4476,1,1,28,1,0,0,1,2,1996,3,23901,8,1.65,30,0,278,0.0,1,-32213.375804980613,-897.04862816697
4475,4475,CLI4477,1,1,45,1,0,2,1,3,1979,1,124803,20,1.905,200,0,421,3.0,2,68688.66589270154,-994.5384455100466
4476,4476,CLI4478,1,0,30,1,5,0,0,1,1994,3,26012,31,1.031,30,0,293,0.0,1,-30102.372520648754,-897.1064630068577
4477,4477,CLI4479,1,1,41,1,0,1,1,3,1983,3,129355,49,1.56,200,0,526,4.0,2,73240.6744057138,-996.9603089441316
4478,4478,CLI4480,0,1,63,0,4,2,0,1,1961,1,27355,38,0.837,30,0,134,0.0,5,-28759.371466809604,-896.4526224563742
4479,4479,CLI4481,1,1,95,1,3,2,0,1,1929,0,42594,41,0.857,50,0,234,0.0,5,-13520.342283494261,-910.3109912987338
4480,4480,CLI4482,1,1,62,0,2,2,2,8,1962,1,74941,38,0.798,30,0,362,0.5,0,18826.623383633298,-940.8724444184627
4481,4481,CLI4483,0,0,30,1,1,0,0,1,1994,3,27376,28,1.054,30,0,474,3.0,5,-28738.34810257583,-893.3992245764939
4482,4482,CLI4484,1,1,77,0,2,2,2,2,1947,1,104015,4,1.15,120,1,158,0.0,4,47900.63508989068,-967.3021372564281
4483,4483,CLI4485,0,0,24,0,3,0,0,4,2000,2,13177,29,1.685,30,0,51,0.0,1,-42937.387590150174,-877.6251620048324
4484,4484,CLI4486,1,1,39,1,5,1,2,2,1985,3,18163,40,1.031,30,0,355,0.5,1,-37951.347470057386,-881.4281364290555
4485,4485,CLI4487,1,0,34,0,3,1,0,2,1990,3,26782,23,0.709,30,0,318,0.5,5,-29332.35924690123,-888.8531443575139
4486,4486,CLI4488,1,1,44,1,0,2,1,4,1980,1,27272,49,1.698,30,0,218,0.0,5,-28842.364431065806,-888.3529900616531
4487,4487,CLI4489,0,1,47,1,0,2,0,2,1977,1,123902,48,0.974,50,0,43,0.0,2,67787.5627074369,-981.7518107782826
4488,4488,CLI4490,0,1,42,0,4,2,0,2,1982,3,40747,17,1.054,30,0,548,4.0,5,-15367.335448721373,-899.4406920750307
4489,4489,CLI4491,1,1,92,1,8,2,0,1,1932,0,99147,24,1.756,50,0,202,0.0,4,43032.62384868278,-955.5440722395197
4490,4490,CLI4492,0,0,31,0,7,0,0,4,1993,3,23795,30,0.732,30,0,531,4.0,1,-32319.329945404454,-880.8898840116708
4491,4491,CLI4493,0,0,43,0,4,2,0,1,1981,3,27599,32,0.801,30,0,258,0.0,5,-28515.355817983942,-883.6639213406115
4492,4492,CLI4494,0,0,53,1,0,2,0,1,1971,1,91886,15,1.209,50,0,264,0.0,4,35771.617545303,-945.4398050445234
4493,4493,CLI4495,0,1,45,1,0,2,1,2,1979,1,107721,31,1.468,50,1,242,0.0,4,51606.60094922011,-959.9076312541383
4494,4494,CLI4496,0,0,32,0,3,1,0,3,1992,3,24021,27,1.997,30,1,262,0.0,1,-32093.356014549663,-877.1690129115277
4495,4495,CLI4497,1,1,50,0,0,2,1,3,1974,1,86156,13,1.639,30,0,263,0.0,4,30041.612757590236,-936.8460569234358
4496,4496,CLI4498,0,1,50,1,0,2,2,5,1974,1,87250,4,1.346,30,0,373,1.0,4,31135.62541631791,-936.890672000769
4497,4497,CLI4499,0,0,45,1,7,2,0,2,1979,1,107503,2,1.33,50,1,104,0.0,4,51388.58938107311,-955.7251982055086
4498,4498,CLI4500,0,1,31,0,1,0,2,3,1993,3,30339,38,1.491,30,1,331,0.5,5,-25775.349131349412,-879.3235749993737
4499,4499,CLI4501,1,0,22,1,3,0,0,3,2002,2,17580,49,10.635,30,0,91,0.0,1,-38534.37156557231,-865.9158302082915
4500,4500,CLI4502,0,1,76,1,8,2,2,2,1948,1,33377,5,1.346,30,0,580,1.0,5,-22737.296622185037,-880.2372307099868
4501,4501,CLI4503,1,1,58,1,0,2,1,3,1966,1,60281,11,0.876,80,0,165,0.0,3,4166.65408154577,-905.5957562640124
4502,4502,CLI4504,1,1,52,1,2,2,1,5,1972,1,34034,6,1.541,30,0,153,0.0,5,-22080.356405041974,-878.9712297287906
4503,4503,CLI4505,0,1,89,1,8,2,2,2,1935,0,112172,49,0.994,50,0,590,4.0,2,56057.67089687752,-954.1787692200132
4504,4504,CLI4506,1,1,53,1,5,2,1,5,1971,1,50048,13,1.287,30,0,494,3.0,3,-6066.326254166997,-892.5353242522433
4505,4505,CLI4507,0,1,50,1,0,2,1,2,1974,1,96072,17,1.189,50,0,337,0.5,4,39957.63402201391,-936.511677098948
4506,4506,CLI4508,0,1,31,0,7,0,1,2,1993,3,31191,7,1.744,30,0,159,0.0,5,-24923.361346798563,-872.1934433542428
4507,4507,CLI4509,1,1,63,0,7,2,2,3,1961,1,93004,30,1.697,30,0,235,0.0,4,36889.62370538073,-931.5392720383325
4508,4508,CLI4510,1,1,56,1,0,2,2,3,1968,1,66514,43,1.052,80,0,434,3.0,0,10399.685995838401,-904.6235512121566
4509,4509,CLI4511,1,0,30,0,7,0,0,3,1994,3,26812,24,0.939,30,0,477,3.0,5,-29302.320075698644,-864.8479035646869
4510,4510,CLI4512,0,0,30,1,7,0,0,3,1994,3,25551,5,0.663,30,0,590,4.0,1,-30563.305469316456,-862.5922996688569
4511,4511,CLI4513,1,1,33,1,3,1,2,2,1991,3,30091,5,1.33,30,0,56,0.0,5,-26023.36623275841,-866.1416542525794
4512,4512,CLI4514,0,0,23,0,3,0,0,4,2001,2,21211,18,2.409,30,0,482,3.0,1,-34903.316571590985,-856.3772990226071
4513,4513,CLI4515,1,0,42,1,7,2,0,2,1982,3,76607,34,1.859,50,0,111,0.0,0,20492.625093708048,-909.5521596883509
4514,4514,CLI4516,1,1,63,0,6,2,2,3,1961,1,128038,32,0.818,200,0,164,0.0,2,71923.6825056798,-958.7532810163939
4515,4515,CLI4517,0,1,86,1,8,2,2,2,1938,0,42803,39,0.915,50,1,227,0.0,3,-13311.312961438227,-874.5165846037316
4516,4516,CLI4518,0,1,51,1,1,2,1,3,1973,1,59678,38,0.837,80,0,300,0.0,3,3563.6805860487657,-889.9770972561791
4517,4517,CLI4519,1,1,83,0,2,2,2,2,1941,0,126835,45,1.639,120,0,247,0.0,2,70720.66710485016,-954.5666755297943
4518,4518,CLI4520,0,1,43,1,1,2,0,1,1981,3,111838,19,0.893,50,0,524,4.0,2,55723.653317845616,-938.8670220945123
4519,4519,CLI4521,1,1,67,1,0,2,1,5,1957,1,127108,6,0.7,200,0,321,0.5,2,70993.70793435363,-952.8115182621659
4520,4520,CLI4522,0,1,57,1,4,2,0,1,1967,1,41056,22,1.267,50,0,220,0.0,5,-15058.323435243416,-867.8121247639956
4521,4521,CLI4523,0,0,28,0,1,0,0,3,1996,3,20941,38,2.409,30,1,315,0.5,1,-35173.32375533868,-847.1495792788055
4522,4522,CLI4524,0,1,41,1,0,1,1,3,1983,3,121346,19,0.893,200,0,548,4.0,2,65231.726273828346,-944.1350179957044
4523,4523,CLI4525,1,1,34,1,3,1,0,2,1990,3,25991,5,1.307,30,0,397,3.0,1,-30123.312673383625,-850.0638893509486
4524,4524,CLI4526,0,0,20,0,3,0,0,4,2004,2,17560,33,2.754,30,1,255,0.0,1,-38554.3296559001,-840.8609598918292
4525,4525,CLI4527,1,0,40,1,4,1,0,2,1984,3,50583,1,1.1,50,0,271,0.0,3,-5531.328535773981,-872.1046996026134
4526,4526,CLI4528,0,1,65,1,0,2,2,5,1959,1,102833,18,1.619,30,0,458,1.0,4,46718.661883306995,-922.0894524885834
4527,4527,CLI4529,1,1,43,1,0,2,1,2,1981,3,63655,20,0.732,50,1,213,0.0,3,7540.659661077749,-882.8822168134093
4528,4528,CLI4530,0,1,57,1,4,2,0,1,1967,1,44681,48,1.756,30,0,247,0.0,3,-11433.324890505559,-863.3473127440502
4529,4529,CLI4531,0,0,28,1,0,0,0,1,1996,3,31957,38,0.995,30,0,399,3.0,5,-24157.313898105625,-849.8888283654605
4530,4530,CLI4532,0,1,52,0,0,2,0,1,1972,1,21162,4,1.209,30,1,312,0.5,1,-34952.30233441893,-838.3668348315578
4531,4531,CLI4533,1,1,35,1,7,1,0,2,1989,3,27829,15,1.652,30,0,185,0.0,5,-28285.329532759464,-843.9046093446004
4532,4532,CLI4534,0,1,42,0,5,2,1,2,1982,3,100404,43,1.905,120,0,370,3.0,4,44289.69126116326,-913.728920542585
4533,4533,CLI4535,1,1,57,1,0,2,1,4,1967,1,106779,0,1.17,80,1,152,0.0,4,50664.65176137058,-919.0055975327232
4534,4534,CLI4536,1,0,23,0,3,0,0,6,2001,2,15504,40,2.754,30,0,69,0.0,1,-40610.337901031584,-828.8934841647042
4535,4535,CLI4537,1,1,77,0,8,2,0,1,1947,1,75459,10,0.779,120,0,138,0.0,0,19344.703936991587,-886.4205342721734
4536,4536,CLI4538,1,0,34,0,3,1,0,4,1990,3,22856,47,1.031,30,0,567,4.0,1,-33258.278671226566,-833.9648633344177
4537,4537,CLI4539,0,0,25,0,5,0,0,4,1999,2,19720,14,1.029,30,0,574,4.0,1,-36394.27966509169,-829.9014222526894
4538,4538,CLI4540,1,0,36,0,6,1,0,3,1988,3,19430,45,1.974,30,1,301,0.5,1,-36684.30336782274,-828.6770421424926
4539,4539,CLI4541,1,1,41,1,6,1,2,2,1983,3,33602,27,1.537,30,0,81,0.0,5,-22512.33411807762,-841.564551474532
4540,4540,CLI4542,0,1,85,1,8,2,2,2,1939,0,114556,28,0.857,50,1,193,0.0,2,58441.65838551316,-919.5933118909179
4541,4541,CLI4543,0,1,46,1,4,2,0,2,1978,1,94837,4,1.033,50,0,197,0.0,4,38722.65200692076,-899.3362457884732
