,id,genero,casado,edad,graduado,profesion,exp_laboral,nivel_gasto,tamanno_familia,anno_nacimiento,generacion,ingresos_anuales,provincia,encuentro_digital,gasto_medio_mensual_cuota,abandono,dias_como_cliente,camp_anno
6560,CLI6562,0,1,56,0,3,2,2,3,1968,1,99304,27,1.189,30,1,336,0.5
6561,CLI6563,1,0,29,1,5,0,0,4,1995,3,26287,30,3.03,30,0,562,4.0
6562,CLI6564,0,1,41,0,7,1,1,4,1983,3,85118,10,0.778,30,0,265,0.0
6563,CLI6565,0,0,28,0,5,0,0,2,1996,3,29118,37,2.34,30,0,260,0.0
6564,CLI6566,1,0,45,1,6,2,0,2,1979,1,114722,19,1.077,50,0,516,4.0
6565,CLI6567,0,1,91,1,2,2,2,3,1933,0,39430,40,1.678,30,0,396,1.0
6566,CLI6568,1,1,39,1,7,1,1,3,1985,3,31893,49,1.652,30,1,284,0.0
6567,CLI6569,1,0,23,0,3,0,0,7,2001,2,17659,34,2.892,30,0,61,0.0
6568,CLI6570,0,0,31,1,4,0,0,3,1993,3,24146,35,0.916,30,0,128,0.0
6569,CLI6571,1,1,50,1,0,2,1,2,1974,1,67500,32,1.248,50,0,166,0.0
6570,CLI6572,1,1,56,0,2,2,0,4,1968,1,22869,46,1.209,30,0,512,4.0
6571,CLI6573,1,0,28,1,7,0,0,3,1996,3,30532,15,3.099,30,0,403,3.0
6572,CLI6574,1,0,32,1,3,1,0,3,1992,3,29850,16,1.215,30,0,318,0.5
6573,CLI6575,1,1,50,0,6,2,0,2,1974,1,44586,49,1.443,30,0,576,4.0
6574,CLI6576,0,1,32,0,1,1,0,1,1992,3,22665,14,1.33,30,0,278,0.0
6575,CLI6577,0,1,52,0,4,2,1,5,1972,1,56548,17,1.228,30,0,493,3.0
6576,CLI6578,0,0,62,1,8,2,0,2,1962,1,59761,29,0.72,50,1,306,0.5
6577,CLI6579,0,0,44,1,0,2,0,2,1980,1,40719,4,1.238,50,1,152,0.0
6578,CLI6580,0,1,72,1,8,2,0,1,1952,1,32367,38,1.326,30,1,270,0.0
6579,CLI6581,1,0,44,1,0,2,0,1,1980,1,92778,33,0.824,50,0,456,3.0
6580,CLI6582,1,1,46,1,5,2,1,2,1978,1,102886,15,1.189,50,0,502,4.0
6581,CLI6583,1,1,50,1,0,2,1,3,1974,1,40534,20,1.209,30,0,46,0.0
6582,CLI6584,0,1,64,1,4,2,0,1,1960,1,106081,30,11.305,50,0,417,1.0
6583,CLI6585,0,0,33,0,5,1,0,3,1991,3,31122,32,0.778,30,0,354,0.5
6584,CLI6586,1,1,39,1,0,1,2,2,1985,3,23888,43,1.445,30,1,165,0.0
6585,CLI6587,0,1,58,0,1,2,0,1,1966,1,72068,9,0.994,30,0,337,0.5
6586,CLI6588,0,1,64,1,0,2,1,2,1960,1,71849,0,1.697,50,0,532,4.0
6587,CLI6589,0,1,97,1,0,2,2,2,1927,0,94988,30,0.661,50,0,388,3.0
6588,CLI6590,0,0,30,0,6,0,0,3,1994,3,25974,29,1.422,30,1,120,0.0
6589,CLI6591,1,0,43,1,0,2,0,1,1981,3,99950,32,1.1,50,0,242,0.0
6590,CLI6592,0,1,45,1,0,2,0,1,1979,1,56561,34,1.675,50,0,528,1.0
6591,CLI6593,0,0,31,0,0,0,0,4,1993,3,18323,29,1.353,30,0,174,0.0
6592,CLI6594,1,1,39,0,7,1,0,3,1985,3,23499,11,1.629,30,1,244,0.0
6593,CLI6595,1,1,84,0,2,2,2,2,1940,0,121213,23,1.756,120,0,279,0.0
6594,CLI6596,0,0,36,1,3,1,0,1,1988,3,31937,21,1.951,30,1,387,3.0
6595,CLI6597,0,1,65,1,5,2,0,2,1959,1,95831,15,0.603,50,1,192,0.0
6596,CLI6598,0,1,50,1,5,2,0,1,1974,1,30764,10,1.072,30,1,371,3.0
6597,CLI6599,0,1,89,0,8,2,2,2,1935,0,32695,11,0.818,30,0,52,0.0
6598,CLI6600,0,0,36,0,4,1,0,3,1988,3,26061,47,0.686,30,1,164,0.0
6599,CLI6601,0,1,95,0,8,2,2,2,1929,0,121529,2,0.798,120,0,102,0.0
6600,CLI6602,1,0,21,0,3,0,0,4,2003,2,19640,33,2.03,30,1,362,0.5
6601,CLI6603,0,0,22,0,3,0,0,4,2002,2,20974,7,1.616,30,0,531,4.0
6602,CLI6604,1,1,41,1,8,1,2,2,1983,3,127419,16,2.043,50,1,200,0.0
6603,CLI6605,0,0,28,0,3,0,0,8,1996,3,25691,8,2.34,30,1,112,0.0
6604,CLI6606,0,0,98,1,8,2,0,1,1926,0,33633,25,0.955,30,1,167,0.0
6605,CLI6607,0,0,36,1,7,1,0,3,1988,3,25707,38,1.491,30,1,161,0.0
6606,CLI6608,0,1,68,1,0,2,2,2,1956,1,127334,43,0.935,50,0,366,3.0
6607,CLI6609,0,1,61,1,0,2,1,4,1963,1,50849,11,1.443,30,1,117,0.0
6608,CLI6610,1,0,43,1,0,2,0,1,1981,3,32716,17,1.077,30,1,376,3.0
6609,CLI6611,1,0,33,1,3,1,0,6,1991,3,31884,38,0.985,30,0,412,3.0
6610,CLI6612,0,1,41,0,2,1,2,2,1983,3,116250,2,1.215,120,0,579,4.0
6611,CLI6613,0,0,44,0,6,2,0,1,1980,1,28069,46,1.445,30,1,262,0.0
6612,CLI6614,1,0,42,1,0,2,0,4,1982,3,108720,42,1.79,30,0,194,0.0
6613,CLI6615,1,1,57,0,0,2,0,2,1967,1,114461,33,1.248,120,0,55,0.0
6614,CLI6616,0,1,53,0,4,2,1,5,1971,1,72331,17,1.052,30,1,285,0.0
6615,CLI6617,0,1,66,0,4,2,1,5,1958,1,59246,5,0.583,30,0,479,3.0
6616,CLI6618,0,0,40,1,4,1,0,1,1984,3,92435,44,1.215,50,0,128,0.0
6617,CLI6619,1,1,65,1,5,2,1,2,1959,1,85629,2,1.228,50,0,194,0.0
6618,CLI6620,1,1,78,0,7,2,1,3,1946,1,103879,45,1.424,30,0,339,0.5
6619,CLI6621,1,1,86,0,8,2,0,1,1938,0,63454,30,1.326,30,0,43,0.0
6620,CLI6622,1,1,41,1,2,1,1,2,1983,3,129432,8,1.192,50,0,415,3.0
6621,CLI6623,0,0,56,1,0,2,0,1,1968,1,113048,44,0.935,50,1,144,0.0
6622,CLI6624,1,0,24,0,3,0,0,3,2000,2,13291,25,2.34,30,0,359,0.5
6623,CLI6625,1,1,31,1,0,0,1,2,1993,3,26410,20,1.008,30,1,272,0.0
6624,CLI6626,0,0,24,0,3,0,0,8,2000,2,21237,9,2.513,30,1,137,0.0
6625,CLI6627,0,1,53,1,1,2,2,2,1971,1,89905,16,1.424,50,0,252,0.0
6626,CLI6628,0,0,25,0,3,0,0,4,1999,2,18844,8,2.513,30,1,212,0.0
6627,CLI6629,0,0,34,0,4,1,0,8,1990,3,26534,32,0.87,30,1,261,0.0
6628,CLI6630,1,1,41,0,0,1,0,5,1983,3,22173,3,0.916,30,0,523,4.0
6629,CLI6631,1,1,55,1,5,2,1,4,1969,1,31556,33,0.994,30,0,339,0.5
6630,CLI6632,1,1,46,1,5,2,1,4,1978,1,78667,28,0.642,80,1,121,0.0
6631,CLI6633,0,0,55,1,2,2,0,1,1969,1,54237,49,1.404,50,0,469,1.0
6632,CLI6634,0,0,47,1,0,2,0,1,1977,1,50183,42,1.033,50,0,243,0.0
6633,CLI6635,1,0,22,0,6,0,0,4,2002,2,22808,12,1.616,30,0,380,3.0
6634,CLI6636,0,0,31,1,7,0,0,4,1993,3,31024,33,1.583,30,0,122,0.0
6635,CLI6637,0,0,36,0,3,1,0,6,1988,3,30792,26,0.824,30,1,220,0.0
6636,CLI6638,0,0,54,1,0,2,0,1,1970,1,31447,14,1.209,30,0,353,0.5
6637,CLI6639,1,0,47,1,0,2,0,5,1977,1,43786,8,1.111,30,0,181,0.0
6638,CLI6640,0,0,44,1,3,2,0,1,1980,1,127503,18,1.1,50,0,558,4.0
6639,CLI6641,0,0,23,0,5,0,0,3,2001,2,17431,2,2.961,30,0,310,0.5
6640,CLI6642,0,1,40,0,4,1,0,5,1984,3,58739,17,1.606,30,0,526,4.0
6641,CLI6643,1,1,54,0,5,2,1,3,1970,1,98129,22,0.935,30,1,274,0.0
6642,CLI6644,0,1,40,1,7,1,0,2,1984,3,117650,46,2.02,50,0,588,1.0
6643,CLI6645,1,1,62,1,0,2,1,2,1962,1,68786,36,1.561,50,0,451,3.0
6644,CLI6646,0,0,45,1,8,2,0,1,1979,1,118894,28,0.985,120,0,330,0.5
6645,CLI6647,0,0,35,1,6,1,0,1,1989,3,25336,47,1.399,30,1,155,0.0
6646,CLI6648,0,1,53,1,0,2,1,2,1971,1,102330,14,15.215,50,1,158,0.0
6647,CLI6649,0,1,73,0,8,2,2,2,1951,1,69763,3,0.896,30,1,331,0.5
6648,CLI6650,0,0,47,1,1,2,0,1,1977,1,112020,25,0.603,50,0,294,0.0
6649,CLI6651,1,1,76,0,7,2,0,8,1948,1,94218,1,1.658,30,1,393,3.0
6650,CLI6652,0,0,30,1,3,0,0,4,1994,3,19111,8,2.02,30,1,361,0.5
6651,CLI6653,0,1,74,1,4,2,0,1,1950,1,44709,10,1.697,50,0,78,0.0
6652,CLI6654,0,1,35,0,4,1,0,2,1989,3,30633,27,1.859,30,1,296,0.0
6653,CLI6655,0,1,56,0,0,2,1,3,1968,1,71391,4,1.463,30,0,308,0.5
6654,CLI6656,1,1,47,0,7,2,1,3,1977,1,89148,0,0.72,30,1,259,0.0
6655,CLI6657,1,1,40,0,4,1,1,2,1984,3,32440,14,1.33,30,0,100,0.0
6656,CLI6658,1,1,47,1,2,2,2,3,1977,1,103959,48,1.756,80,0,435,1.0
6657,CLI6659,1,1,40,1,0,1,1,5,1984,3,101700,23,0.962,30,1,126,0.0
6658,CLI6660,1,1,25,0,3,0,0,4,1999,2,20591,39,1.029,30,0,250,0.0
6659,CLI6661,1,1,40,1,0,1,1,2,1984,3,126370,37,1.491,50,0,450,3.0
6660,CLI6662,0,0,25,0,3,0,0,3,1999,2,18571,20,2.547,30,0,506,4.0
6661,CLI6663,0,1,55,1,0,2,1,2,1969,1,126000,38,1.072,50,0,530,4.0
6662,CLI6664,1,0,24,0,3,0,0,4,2000,2,19849,7,12.015,30,0,341,0.5
6663,CLI6665,0,1,68,1,0,2,2,3,1956,1,127362,43,0.955,80,1,139,0.0
6664,CLI6666,0,1,39,1,5,1,1,3,1985,3,21732,38,0.663,30,1,383,3.0
6665,CLI6667,0,1,57,1,0,2,1,2,1967,1,88007,23,0.974,50,0,199,0.0
6666,CLI6668,0,1,75,1,8,2,1,3,1949,1,58598,31,1.561,80,0,419,3.0
6667,CLI6669,1,0,51,1,0,2,0,2,1973,1,65820,40,1.658,50,0,280,0.0
6668,CLI6670,0,0,31,1,3,0,0,1,1993,3,18363,36,1.79,30,1,201,0.0
6669,CLI6671,1,0,54,1,7,2,0,1,1970,1,26882,23,1.091,30,1,236,0.0
6670,CLI6672,1,1,41,1,0,1,1,2,1983,3,106802,30,1.468,50,0,452,3.0
6671,CLI6673,1,1,58,1,0,2,1,2,1966,1,73313,36,0.759,50,0,56,0.0
6672,CLI6674,0,1,77,0,4,2,0,1,1947,1,75827,37,1.482,120,1,368,3.0
6673,CLI6675,0,0,47,1,0,2,0,4,1977,1,94098,44,1.267,80,0,237,0.0
6674,CLI6676,1,1,91,1,2,2,2,2,1933,0,86934,27,1.189,50,1,128,0.0
6675,CLI6677,0,0,28,1,7,0,0,2,1996,3,18468,1,2.858,30,0,470,3.0
6676,CLI6678,1,1,50,1,0,2,1,4,1974,1,40382,18,1.17,30,0,393,3.0
6677,CLI6679,0,0,32,1,4,1,0,1,1992,3,30416,3,1.859,30,0,30,0.0
6678,CLI6680,1,1,47,1,0,2,1,2,1977,1,107630,47,1.737,50,0,215,0.0
6679,CLI6681,0,1,72,1,8,2,0,1,1952,1,44369,29,1.091,50,0,332,0.5
6680,CLI6682,0,1,51,1,0,2,2,4,1973,1,35724,40,0.935,30,0,32,0.0
6681,CLI6683,1,1,65,1,0,2,0,1,1959,1,21534,24,0.994,30,0,473,3.0
6682,CLI6684,0,0,33,1,3,1,0,2,1991,3,19717,48,1.008,30,0,102,0.0
6683,CLI6685,1,1,32,0,3,1,0,2,1992,3,27214,39,1.675,30,0,258,0.0
6684,CLI6686,1,1,64,1,0,2,0,1,1960,1,62363,37,0.661,50,1,160,0.0
6685,CLI6687,1,1,78,0,0,2,0,5,1946,1,55931,41,0.74,30,0,177,0.0
6686,CLI6688,1,1,58,0,2,2,0,5,1966,1,97527,31,0.642,30,0,270,0.0
6687,CLI6689,1,1,34,0,3,1,0,3,1990,3,28751,4,1.928,30,0,559,4.0
6688,CLI6690,1,1,40,1,5,1,1,4,1984,3,47106,13,1.169,30,0,287,0.0
6689,CLI6691,1,0,36,0,4,1,0,4,1988,3,19863,20,1.675,30,0,420,3.0
6690,CLI6692,1,0,35,1,4,1,0,3,1989,3,26963,44,1.951,30,0,410,3.0
6691,CLI6693,1,1,45,1,4,2,1,5,1979,1,55756,20,1.767,30,0,294,0.0
6692,CLI6694,0,0,54,1,7,2,0,1,1970,1,93126,26,0.661,50,0,426,3.0
6693,CLI6695,1,1,92,0,8,2,2,2,1932,0,106685,17,1.658,120,0,452,3.0
6694,CLI6696,1,1,33,1,3,1,0,4,1991,3,25423,3,1.491,30,0,451,3.0
6695,CLI6697,1,0,29,0,3,0,0,4,1995,3,29152,3,1.029,30,0,441,3.0
6696,CLI6698,0,1,45,1,0,2,2,3,1979,1,39879,8,1.744,30,0,280,0.0
6697,CLI6699,1,0,28,0,3,0,0,5,1996,3,22709,38,1.961,30,0,189,0.0
6698,CLI6700,1,1,29,1,3,0,2,3,1995,3,23994,22,1.685,30,1,194,0.0
6699,CLI6701,0,0,30,0,5,0,0,5,1994,3,21101,29,0.893,30,1,247,0.0
6700,CLI6702,1,1,45,0,2,2,2,3,1979,1,91331,11,1.974,30,1,353,0.5
6701,CLI6703,0,1,88,1,8,2,0,1,1936,0,28339,42,1.482,30,0,144,0.0
6702,CLI6704,0,1,55,1,3,2,0,3,1969,1,123923,48,0.896,80,0,311,0.5
6703,CLI6705,0,0,31,1,3,0,0,3,1993,3,24421,31,1.882,30,1,254,0.0
6704,CLI6706,0,1,73,1,0,2,0,2,1951,1,78611,13,0.974,50,0,588,4.0
6705,CLI6707,1,1,64,0,2,2,2,5,1960,1,127736,24,0.955,200,0,214,0.0
6706,CLI6708,0,0,46,1,5,2,0,3,1978,1,104853,19,1.541,80,0,247,0.0
6707,CLI6709,0,0,41,1,0,1,0,3,1983,3,68533,14,1.33,30,1,397,3.0
6708,CLI6710,1,1,54,1,0,2,0,1,1970,1,127475,1,1.737,50,0,120,0.0
6709,CLI6711,1,0,43,1,7,2,0,2,1981,3,96523,6,1.675,50,0,211,0.0
6710,CLI6712,0,0,23,0,3,0,0,5,2001,2,19562,45,2.996,30,0,292,0.0
6711,CLI6713,1,1,76,0,8,2,0,3,1948,1,70937,49,1.15,30,0,318,0.5
6712,CLI6714,0,1,55,1,0,2,2,5,1969,1,65756,18,1.6,30,1,270,0.0
6713,CLI6715,1,1,41,1,7,1,1,2,1983,3,54554,6,1.951,50,0,598,4.0
6714,CLI6716,1,1,67,0,7,2,0,2,1957,1,111862,41,1.482,120,1,317,0.5
6715,CLI6717,1,1,57,1,2,2,2,4,1967,1,91026,14,1.091,80,0,93,0.0
6716,CLI6718,0,0,25,0,3,0,0,4,1999,2,19341,20,12.705,30,1,345,0.5
6717,CLI6719,1,1,39,1,0,1,1,3,1985,3,19558,39,1.537,30,0,194,0.0
6718,CLI6720,0,1,54,1,0,2,2,4,1970,1,78438,33,1.033,80,0,489,3.0
6719,CLI6721,0,0,30,1,4,0,0,7,1994,3,26170,32,1.284,30,0,553,4.0
6720,CLI6722,1,0,47,1,0,2,0,2,1977,1,69718,37,1.756,50,0,545,1.0
6721,CLI6723,0,0,39,0,7,1,0,1,1985,3,31209,1,1.56,30,0,297,0.0
6722,CLI6724,0,1,57,0,2,2,0,1,1967,1,113164,16,0.974,120,0,514,4.0
6723,CLI6725,1,1,34,0,5,1,1,2,1990,3,28193,45,1.721,30,0,206,0.0
6724,CLI6726,0,0,47,1,5,2,0,1,1977,1,52821,14,1.678,50,0,396,1.0
6725,CLI6727,1,1,53,1,2,2,2,4,1971,1,95491,26,1.306,80,1,378,3.0
6726,CLI6728,0,1,41,1,8,1,0,3,1983,3,112233,18,1.491,30,1,266,0.0
6727,CLI6729,1,0,29,0,0,0,0,5,1995,3,24433,36,14.085,30,0,537,4.0
6728,CLI6730,0,0,54,1,0,2,0,2,1970,1,45105,22,1.091,50,1,159,0.0
6729,CLI6731,1,0,41,1,7,1,0,1,1983,3,98066,42,1.882,50,0,435,1.0
6730,CLI6732,1,0,33,0,2,1,0,4,1991,3,22180,42,1.468,30,1,201,0.0
6731,CLI6733,1,0,47,0,7,2,0,1,1977,1,76239,32,1.346,120,1,159,0.0
6732,CLI6734,0,0,46,1,0,2,0,3,1978,1,122684,26,1.385,80,1,390,3.0
6733,CLI6735,1,1,66,1,0,2,1,2,1958,1,92036,15,1.346,50,0,51,0.0
6734,CLI6736,1,1,78,0,2,2,2,1,1946,1,73567,47,0.7,30,1,176,0.0
6735,CLI6737,0,0,25,0,3,0,0,7,1999,2,18715,36,2.513,30,0,218,0.0
6736,CLI6738,1,1,89,1,8,2,0,1,1935,0,67417,14,0.837,50,1,135,0.0
6737,CLI6739,0,1,50,1,4,2,0,1,1974,1,87749,43,1.013,50,1,217,0.0
6738,CLI6740,1,0,36,1,0,1,0,2,1988,3,29932,28,1.422,30,0,88,0.0
6739,CLI6741,1,0,28,0,7,0,0,2,1996,3,23806,47,1.305,30,0,524,4.0
6740,CLI6742,1,1,42,0,2,2,1,5,1982,3,32239,17,1.997,30,0,180,0.0
6741,CLI6743,1,1,28,1,2,0,2,2,1996,3,26517,26,1.167,30,0,461,3.0
6742,CLI6744,1,1,68,1,0,2,2,2,1956,1,47141,37,1.541,50,1,389,3.0
6743,CLI6745,1,1,50,1,0,2,0,4,1974,1,31107,27,1.267,30,0,128,0.0
6744,CLI6746,0,0,69,1,0,2,0,2,1955,1,76701,42,1.424,50,0,526,1.0
6745,CLI6747,0,1,43,1,0,2,2,2,1981,3,98473,33,1.192,50,1,229,0.0
6746,CLI6748,0,0,28,0,4,0,0,1,1996,3,29864,0,2.133,30,0,81,0.0
6747,CLI6749,0,0,74,1,0,2,0,1,1950,1,47543,49,0.779,50,0,399,3.0
6748,CLI6750,1,1,89,1,7,2,0,1,1935,0,52817,39,0.622,50,0,532,4.0
6749,CLI6751,1,0,34,1,0,1,0,4,1990,3,21738,36,1.192,30,1,322,0.5
6750,CLI6752,1,0,24,0,3,0,0,4,2000,2,23185,2,3.065,30,0,246,0.0
6751,CLI6753,0,1,80,1,8,2,2,2,1944,0,44578,29,0.818,30,0,94,0.0
6752,CLI6754,0,0,36,0,4,1,0,2,1988,3,24348,37,1.077,30,1,333,0.5
6753,CLI6755,0,1,46,0,0,2,2,5,1978,1,34729,28,0.955,30,0,55,0.0
6754,CLI6756,1,1,77,1,8,2,0,1,1947,1,25749,25,1.404,30,0,97,0.0
6755,CLI6757,1,1,28,0,2,0,2,8,1996,3,28763,5,2.34,30,0,194,0.0
6756,CLI6758,1,1,73,1,0,2,1,2,1951,1,43183,29,0.564,50,0,302,0.5
6757,CLI6759,0,1,45,1,0,2,2,2,1979,1,67530,11,0.847,50,0,60,0.0
6758,CLI6760,0,1,44,1,0,2,0,1,1980,1,66736,0,1.79,50,0,195,0.0
6759,CLI6761,0,1,55,1,0,2,1,2,1969,1,100480,42,0.915,50,0,530,4.0
6760,CLI6762,0,1,40,1,7,1,0,1,1984,3,83499,49,1.744,50,0,135,0.0
6761,CLI6763,0,0,34,0,7,1,0,4,1990,3,28441,7,1.537,30,0,579,4.0
6762,CLI6764,0,1,69,1,0,2,1,2,1955,1,113723,29,1.228,50,0,268,0.0
6763,CLI6765,1,1,63,0,2,2,2,4,1961,1,113217,12,0.779,30,0,344,0.5
6764,CLI6766,0,0,44,1,0,2,0,1,1980,1,85923,16,2.02,50,0,366,1.0
6765,CLI6767,1,1,43,0,2,2,2,4,1981,3,81013,9,0.939,30,1,339,0.5
6766,CLI6768,0,1,50,1,0,2,2,3,1974,1,90922,5,0.759,80,0,203,0.0
6767,CLI6769,0,0,35,0,3,1,0,1,1989,3,23340,20,1.997,30,1,318,0.5
6768,CLI6770,1,0,28,1,3,0,0,3,1996,3,26485,23,2.927,30,0,381,3.0
6769,CLI6771,0,0,24,0,3,0,0,4,2000,2,12866,40,1.892,30,1,359,0.5
6770,CLI6772,0,0,42,1,0,2,0,3,1982,3,48694,21,1.422,30,1,269,0.0
6771,CLI6773,1,1,41,1,0,1,1,2,1983,3,102308,28,1.652,50,0,429,3.0
6772,CLI6774,1,1,86,0,8,2,2,2,1938,0,34229,28,0.622,30,1,246,0.0
6773,CLI6775,0,1,41,1,0,1,1,2,1983,3,74967,29,1.698,50,0,361,0.5
6774,CLI6776,1,1,47,1,3,2,1,2,1977,1,72617,34,0.857,50,0,468,3.0
6775,CLI6777,1,0,25,0,3,0,0,4,1999,2,20873,12,2.202,30,0,45,0.0
6776,CLI6778,1,0,47,0,0,2,0,1,1977,1,101914,47,1.346,120,0,146,0.0
6777,CLI6779,1,1,47,1,0,2,1,2,1977,1,41290,44,1.6,50,0,238,0.0
6778,CLI6780,1,1,78,0,8,2,2,2,1946,1,108979,33,0.935,120,0,59,0.0
6779,CLI6781,0,1,42,1,0,2,0,1,1982,3,42146,3,0.824,50,1,309,0.5
6780,CLI6782,0,1,22,0,1,0,0,1,2002,2,16022,48,1.547,30,0,347,0.5
6781,CLI6783,0,0,30,1,3,0,0,1,1994,3,29787,39,1.859,30,0,114,0.0
6782,CLI6784,1,1,53,1,2,2,2,4,1971,1,59908,31,1.737,80,0,149,0.0
6783,CLI6785,0,0,39,1,4,1,0,2,1985,3,22013,12,0.801,30,0,394,3.0
6784,CLI6786,1,1,58,1,0,2,1,3,1966,1,22433,20,11.305,30,1,159,0.0
6785,CLI6787,0,1,45,0,4,2,0,2,1979,1,35605,43,1.261,30,0,121,0.0
6786,CLI6788,0,0,31,1,6,0,0,2,1993,3,30023,31,0.962,30,0,400,3.0
6787,CLI6789,1,0,24,0,3,0,0,6,2000,2,21811,30,12.015,30,0,82,0.0
6788,CLI6790,1,0,30,1,3,0,0,3,1994,3,30603,43,1.054,30,0,206,0.0
6789,CLI6791,0,1,47,1,0,2,1,2,1977,1,49990,42,1.561,50,0,343,0.5
6790,CLI6792,1,1,75,1,8,2,2,2,1949,1,52501,29,1.717,50,1,265,0.0
6791,CLI6793,1,1,31,0,5,0,1,2,1993,3,26798,43,1.629,30,1,359,0.5
6792,CLI6794,0,1,53,1,5,2,1,6,1971,1,108207,0,1.717,30,0,460,3.0
6793,CLI6795,1,1,46,1,0,2,0,2,1978,1,32161,43,1.443,30,0,53,0.0
6794,CLI6796,0,0,42,1,3,2,0,4,1982,3,79293,3,0.686,30,0,134,0.0
6795,CLI6797,0,0,46,1,4,2,0,3,1978,1,69293,16,1.424,80,1,388,3.0
6796,CLI6798,1,0,47,1,7,2,0,2,1977,1,108354,22,0.915,50,0,151,0.0
6797,CLI6799,0,1,51,1,0,2,1,2,1973,1,99351,47,0.798,50,0,524,4.0
6798,CLI6800,0,0,47,1,4,2,0,2,1977,1,22732,29,0.779,30,0,132,0.0
6799,CLI6801,0,0,31,1,3,0,0,6,1993,3,24072,20,0.847,30,0,197,0.0
6800,CLI6802,0,1,53,1,4,2,1,4,1971,1,41576,7,0.7,30,0,125,0.0
6801,CLI6803,1,1,90,0,8,2,2,2,1934,0,108550,47,1.306,120,0,68,0.0
6802,CLI6804,1,1,54,1,0,2,0,2,1970,1,52515,2,1.365,50,0,136,0.0
6803,CLI6805,0,1,45,1,0,2,1,2,1979,1,52047,33,1.169,50,1,159,0.0
6804,CLI6806,1,1,73,1,7,2,1,2,1951,1,56772,14,0.915,50,1,340,0.5
6805,CLI6807,1,0,24,0,3,0,0,5,2000,2,22646,14,1.857,30,1,170,0.0
6806,CLI6808,0,0,34,1,3,1,0,3,1990,3,20972,15,0.87,30,0,158,0.0
6807,CLI6809,0,1,54,1,0,2,2,5,1970,1,126295,15,0.779,200,1,138,0.0
6808,CLI6810,1,1,85,0,8,2,2,2,1939,0,49739,23,1.209,30,1,186,0.0
6809,CLI6811,1,0,45,1,7,2,0,2,1979,1,103008,11,1.951,50,0,456,1.0
6810,CLI6812,1,1,86,0,7,2,0,1,1938,0,111937,29,1.756,120,0,120,0.0
6811,CLI6813,1,0,45,1,0,2,0,1,1979,1,35820,9,1.238,50,0,54,0.0
6812,CLI6814,0,1,43,1,0,2,1,2,1981,3,125840,13,2.066,50,0,526,4.0
6813,CLI6815,1,1,55,1,2,2,2,3,1969,1,60693,38,1.052,80,0,469,3.0
6814,CLI6816,1,1,39,1,0,1,1,2,1985,3,29937,37,1.997,30,0,564,4.0
6815,CLI6817,0,1,57,1,5,2,1,3,1967,1,59335,3,1.619,80,1,264,0.0
6816,CLI6818,0,0,39,0,8,1,0,1,1985,3,19259,19,1.031,30,1,290,0.0
6817,CLI6819,0,1,55,1,4,2,1,4,1969,1,42205,14,0.915,30,0,400,3.0
6818,CLI6820,1,1,57,0,4,2,0,1,1967,1,108255,23,1.248,120,1,314,0.5
6819,CLI6821,1,1,69,0,3,2,1,4,1955,1,50628,36,1.033,30,0,302,0.5
6820,CLI6822,0,1,52,1,0,2,0,3,1972,1,66731,10,15.215,80,0,234,0.0
6821,CLI6823,0,1,45,1,1,2,1,4,1979,1,49745,47,0.663,30,0,414,3.0
6822,CLI6824,0,0,42,0,0,2,0,2,1982,3,30109,9,2.02,30,1,305,0.5
6823,CLI6825,1,0,35,0,5,1,0,2,1989,3,28409,41,2.043,30,0,352,0.5
6824,CLI6826,1,0,34,0,3,1,0,6,1990,3,22606,16,1.491,30,0,272,0.0
6825,CLI6827,1,1,40,0,2,1,2,3,1984,3,77383,12,1.123,30,0,102,0.0
6826,CLI6828,1,1,74,1,0,2,0,1,1950,1,29097,44,0.818,30,0,406,3.0
6827,CLI6829,1,0,45,1,7,2,0,1,1979,1,51000,30,1.744,50,0,245,0.0
6828,CLI6830,1,1,58,1,7,2,1,4,1966,1,102005,7,1.502,80,1,131,0.0
6829,CLI6831,1,1,56,1,0,2,0,1,1968,1,126631,49,1.639,50,0,449,1.0
6830,CLI6832,1,1,62,0,2,2,0,2,1962,1,126925,25,1.267,120,0,288,0.0
6831,CLI6833,0,1,50,1,0,2,2,1,1974,1,108502,38,1.052,50,0,379,3.0
6832,CLI6834,1,1,79,1,2,2,2,4,1945,0,61271,5,1.482,80,1,307,0.5
6833,CLI6835,0,1,46,1,0,2,1,2,1978,1,96195,25,1.306,50,1,245,0.0
6834,CLI6836,0,1,29,0,1,0,1,2,1995,3,18770,13,2.133,30,0,30,0.0
6835,CLI6837,0,0,32,0,7,1,0,1,1992,3,19826,49,0.939,30,0,253,0.0
6836,CLI6838,1,0,41,1,7,1,0,2,1983,3,116752,48,0.755,50,0,520,4.0
6837,CLI6839,1,0,20,0,3,0,0,4,2004,2,16285,18,2.03,30,0,206,0.0
6838,CLI6840,0,1,34,1,5,1,0,3,1990,3,21105,36,2.043,30,1,197,0.0
6839,CLI6841,1,0,32,0,6,1,0,7,1992,3,22100,17,1.767,30,0,413,3.0
6840,CLI6842,0,0,77,1,8,2,0,1,1947,1,80942,42,1.346,50,0,204,0.0
6841,CLI6843,0,0,21,0,3,0,0,5,2003,2,22565,7,11.325,30,0,327,0.5
6842,CLI6844,1,1,51,1,0,2,1,2,1973,1,67263,0,1.482,50,0,426,3.0
