ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno
CLI4074,0,0,-0.37547186265592875,0,1,10-20annos,Bajo,1,1983,3,0.296829842208766,Guipiºzcoa,1.974,-0.5330863202314747,0,1.6460486789703461,4.0
CLI4075,0,1,0.9266646775360855,1,0,+20annos,Medio,4,1959,1,-0.49760974821886717,Badajoz,0.7,-0.5330863202314747,0,-0.4300415505114818,3.0
CLI4076,0,1,-0.4839832410052633,1,0,10-20annos,Alto,5,1985,3,-0.7965963322192697,Zaragoza,1.652,-0.5330863202314747,0,1.189174453712209,1.0
CLI4077,1,1,-0.26696048430659425,0,0,+20annos,Medio,3,1981,3,0.9530152835212239,Orense,1.813,-0.5330863202314747,0,-0.33597921001715947,3.0
CLI4078,0,0,-1.460585646149274,0,3,<10annos,Bajo,5,2003,2,-1.078040264087963,Palencia,2.927,-0.5330863202314747,0,-0.9137907301965679,3.0
CLI4079,0,1,1.9032670826800964,1,8,+20annos,Bajo,1,1941,0,0.3270923273170041,Baleares,0.681,0.16444116979956172,1,0.6651128423866992,3.0
CLI4080,0,1,-0.21270479513192697,1,1,+20annos,Medio,2,1980,1,1.764602675389499,Sevilla,1.951,0.16444116979956172,0,0.81292509173492,3.0
CLI4081,1,1,1.0894317450600874,1,8,+20annos,Medio,2,1956,1,1.1113786142600468,Segovia,1.072,0.16444116979956172,0,1.7266735422511938,4.0
CLI4082,1,1,-0.04993772760792519,0,6,+20annos,Alto,4,1977,1,0.3509243868850015,Soria,0.74,-0.5330863202314747,0,0.81292509173492,3.0
CLI4083,1,1,-0.04993772760792519,0,0,+20annos,Bajo,2,1977,1,1.9954493115599827,Huelva,1.209,2.6057873849081887,0,0.9607373410831408,3.0
CLI4084,1,1,-0.8637730652279342,1,0,10-20annos,Medio,2,1992,3,-0.7676312136673961,Soria,1.169,-0.5330863202314747,0,0.63823788795975,3.0
CLI4085,0,0,-0.9722844435772686,1,3,<10annos,Bajo,2,1994,3,-0.9338069473651954,Soria,0.985,-0.5330863202314747,1,0.4232382525441562,0.5
CLI4086,0,0,-1.243562889450605,0,3,<10annos,Bajo,3,1999,2,-0.8757074885367048,Baleares,2.202,-0.5330863202314747,0,-0.08066714296114183,3.0
CLI4087,1,1,-0.10419341678259245,1,0,+20annos,Alto,4,1978,1,1.7803967030321954,Ceuta,11.305,1.2107324048461163,0,0.9607373410831408,1.0
CLI4088,1,0,1.3064545017587563,1,2,+20annos,Bajo,3,1952,1,1.4919300695866604,La Rioja,15.215,1.2107324048461163,0,1.3235492258469552,1.0
CLI4089,1,1,0.8181532991867511,1,2,+20annos,Medio,5,1961,1,-0.45524790979149193,Ciudad Real,0.896,-0.5330863202314747,0,-1.1691027972525856,3.0
CLI4090,0,1,0.16708502909074385,1,0,+20annos,Medio,2,1973,1,-0.1035769621543804,Guadalajara,0.876,0.16444116979956172,0,-0.6719161403540248,3.0
CLI4091,1,1,-0.8095173760532669,1,5,10-20annos,Bajo,3,1991,3,-0.7117880445021477,Zamora,1.077,-0.5330863202314747,0,0.5307380702519531,3.0
CLI4092,1,1,0.4383634749640802,1,0,+20annos,Medio,4,1968,1,1.967020061803129,Burgos,1.346,1.2107324048461163,0,-0.3158229941969476,3.0
CLI4093,1,1,-0.26696048430659425,1,0,+20annos,Bajo,2,1981,3,-0.7694926526395709,Sevilla,0.87,-0.5330863202314747,0,-1.7401955788252566,3.0
CLI4094,0,0,-0.15844910595725972,1,0,+20annos,Bajo,1,1979,1,0.7207020590696329,Lugo,1.882,0.16444116979956172,0,1.3235492258469552,1.0
CLI4095,1,0,-0.8637730652279342,0,6,10-20annos,Bajo,4,1992,3,-0.9879578992830119,Zaragoza,1.583,-0.5330863202314747,0,-0.5576975840394907,3.0
CLI4096,1,1,1.9575227718547636,1,8,+20annos,Bajo,2,1940,0,-0.7695208562603615,Huelva,0.642,-0.5330863202314747,0,0.18136366270161314,0.5
CLI4097,1,0,-0.6467503085292651,1,0,10-20annos,Bajo,1,1988,3,-0.8460090758442773,Soria,1.698,-0.5330863202314747,0,-0.1344170518150403,3.0
CLI4098,1,0,-1.243562889450605,0,3,<10annos,Bajo,4,1999,2,-0.6941043742664857,La Rioja,2.858,-0.5330863202314747,0,0.98761229551009,3.0
CLI4099,0,1,-0.6467503085292651,1,6,10-20annos,Alto,2,1988,3,-0.991257722915504,Murcia,0.778,-0.5330863202314747,1,0.5912067177125889,3.0
CLI4100,0,0,-0.04993772760792519,1,4,+20annos,Bajo,2,1977,1,1.1652193263491675,Jaen,0.622,0.16444116979956172,0,0.28214474180267274,0.5
CLI4101,1,1,-0.4839832410052633,1,0,10-20annos,Medio,4,1985,3,-0.9224690918074027,Almeri­a,1.284,-0.5330863202314747,1,0.5777692404991143,3.0
CLI4102,1,1,-0.7010059977039323,0,5,10-20annos,Bajo,2,1989,3,-0.8956192448148186,Tarragona,0.916,-0.5330863202314747,0,0.49042563861152927,3.0
CLI4103,1,1,1.3064545017587563,1,7,+20annos,Bajo,1,1952,1,0.09672515269995967,Valladolid,0.915,0.16444116979956172,0,0.7860501373079708,3.0
CLI4104,1,1,0.3298520966147456,0,5,+20annos,Bajo,2,1970,1,-0.5729698229711618,Jaen,1.541,-0.5330863202314747,0,-1.135509104218899,3.0
CLI4105,0,1,0.2755964074400784,1,1,+20annos,Bajo,4,1971,1,1.3167855844774725,Melilla,1.072,1.2107324048461163,0,0.7860501373079708,3.0
CLI4106,0,1,-0.26696048430659425,1,3,+20annos,Medio,2,1981,3,0.3208875307430876,Sevilla,1.399,0.16444116979956172,0,-0.8869157757696187,3.0
CLI4107,1,0,-0.9722844435772686,1,0,<10annos,Bajo,3,1994,3,-1.030150515985644,La Corui±a,1.56,-0.5330863202314747,0,0.134332492454452,0.5
CLI4108,0,0,-0.429727551830596,1,3,10-20annos,Bajo,1,1984,3,-0.8539624969072066,Baleares,1.767,-0.5330863202314747,1,-0.8801970371628813,3.0
CLI4109,1,1,1.9575227718547636,0,7,+20annos,Bajo,1,1940,0,1.1087556775265275,Lugo,1.091,2.6057873849081887,1,-0.6987910947809741,3.0
CLI4110,1,1,-0.4839832410052633,1,0,10-20annos,Medio,2,1985,3,-0.9329044314998985,Zaragoza,0.985,-0.5330863202314747,0,2.0088605637341606,4.0
CLI4111,1,1,-0.4839832410052633,1,0,10-20annos,Bajo,4,1985,3,-0.8077931696731099,Leon,1.077,-0.5330863202314747,1,0.35605086647678313,0.5
CLI4112,0,1,0.2755964074400784,0,5,+20annos,Bajo,1,1971,1,0.08882813887861142,Caceres,1.756,-0.5330863202314747,0,1.2899555328132688,3.0
CLI4113,1,0,-1.243562889450605,0,3,<10annos,Bajo,3,1999,2,-0.8964089461969534,Zamora,2.892,-0.5330863202314747,0,0.5105818544317412,3.0
CLI4114,0,1,-0.10419341678259245,1,0,+20annos,Bajo,1,1978,1,1.3046298239167544,Ceuta,1.033,0.16444116979956172,0,-0.47707272075864293,3.0
CLI4115,1,1,-0.15844910595725972,1,0,+20annos,Alto,3,1979,1,0.10842965532802938,Almeri­a,1.744,-0.5330863202314747,0,-1.4781647731625016,3.0
CLI4116,1,1,-0.8637730652279342,0,2,10-20annos,Alto,3,1992,3,-0.8520728543142412,Salamanca,0.939,-0.5330863202314747,0,1.6326112017568715,4.0
CLI4117,1,1,-0.429727551830596,1,0,10-20annos,Medio,2,1984,3,1.851639049149073,Cuenca,1.974,0.16444116979956172,1,-0.28222930116326106,3.0
CLI4118,1,1,0.9809203667107528,1,7,+20annos,Bajo,2,1958,1,0.48063283890064634,Jaen,1.033,0.16444116979956172,0,1.115268329038099,3.0
CLI4119,0,1,0.16708502909074385,1,0,+20annos,Medio,3,1973,1,0.9425517402079375,Toledo,1.15,1.2107324048461163,0,-0.7256660492079233,3.0
CLI4120,0,0,-0.7552616868785996,0,8,10-20annos,Bajo,1,1990,3,-0.8044651424198275,Toledo,1.767,-0.5330863202314747,0,1.2630805783863195,3.0
CLI4121,0,0,-1.4063299569746068,0,3,<10annos,Bajo,4,2002,2,-1.1860037244741097,Baleares,2.996,-0.5330863202314747,0,-0.4501977663316937,3.0
CLI4122,0,0,-0.7552616868785996,0,3,10-20annos,Bajo,4,1990,3,-0.8773432985425555,Lugo,1.284,-0.5330863202314747,1,-0.37629164165758333,3.0
CLI4123,1,0,-1.026540132751936,0,5,<10annos,Bajo,2,1995,3,-0.7717489423028133,Cadiz,10.635,-0.5330863202314747,0,0.46355068418458006,3.0
CLI4124,1,1,-0.9180287544026013,0,0,<10annos,Bajo,2,1993,3,-0.7930990832412441,Caceres,1.56,-0.5330863202314747,1,0.5105818544317412,3.0
CLI4125,0,0,-1.5148413353239414,0,3,<10annos,Bajo,6,2004,2,-1.0485956839826502,ilava,2.064,-0.5330863202314747,0,-1.222852706106484,3.0
CLI4126,0,0,-0.8095173760532669,0,3,10-20annos,Bajo,6,1991,3,-0.9146284852276354,Castellon,1.054,-0.5330863202314747,0,2.0088605637341606,4.0
CLI4127,0,0,-0.26696048430659425,1,7,+20annos,Bajo,1,1981,3,1.6698667131541107,Sevilla,1.859,0.16444116979956172,0,0.47026942279131734,1.0
CLI4128,1,1,1.7947557043307618,1,7,+20annos,Medio,2,1943,0,0.3926657456549851,La Rioja,1.306,0.16444116979956172,1,0.28214474180267274,0.5
CLI4129,0,0,0.49261916413874746,1,0,+20annos,Bajo,1,1967,1,0.09774048304841873,Huesca,0.896,0.16444116979956172,1,-0.38972911887105793,3.0
CLI4130,1,0,-1.0807958219266032,1,3,<10annos,Bajo,2,1996,3,-0.9088749465863675,La Corui±a,2.133,-0.5330863202314747,0,-0.28222930116326106,3.0
CLI4131,1,1,1.3607101909334236,1,0,+20annos,Medio,3,1951,1,0.8880341412198441,Melilla,1.228,1.2107324048461163,0,1.6662048947905579,4.0
CLI4132,1,1,0.7096419208374165,1,2,+20annos,Alto,2,1963,1,1.1009714781883413,Burgos,1.424,0.16444116979956172,1,0.48370690000479194,3.0
CLI4133,1,0,-0.7552616868785996,1,3,10-20annos,Bajo,4,1990,3,-0.91327471142969,La Corui±a,1.215,-0.5330863202314747,0,1.9215169618465757,4.0
CLI4134,0,0,-0.15844910595725972,1,0,+20annos,Bajo,4,1979,1,-0.08919311555121039,Huelva,1.468,-0.5330863202314747,1,-0.5173851523990668,3.0
CLI4135,1,1,0.9266646775360855,1,0,+20annos,Medio,4,1959,1,1.6943756596210806,Barcelona,1.6,1.2107324048461163,1,-0.718947310601186,3.0
CLI4136,0,1,-0.26696048430659425,1,1,+20annos,Alto,2,1981,3,1.3016402401129583,Murcia,1.307,0.16444116979956172,1,0.40308203672394427,0.5
CLI4137,1,1,0.2755964074400784,1,2,+20annos,Bajo,2,1971,1,1.720548619714692,Teruel,0.564,0.16444116979956172,0,1.753548496678143,4.0
CLI4138,1,1,2.1202898393787653,0,8,+20annos,Bajo,3,1937,0,0.21244460880350194,Melilla,0.837,-0.5330863202314747,0,-1.5184772048029256,3.0
CLI4139,0,0,-0.04993772760792519,0,8,+20annos,Bajo,1,1977,1,-0.7685337295326929,Vizcaya,1.697,-0.5330863202314747,0,0.5374568088586904,3.0
CLI4140,1,0,-1.026540132751936,0,5,<10annos,Bajo,1,1995,3,-0.6991810260087811,Jaen,2.03,-0.5330863202314747,0,-0.2419168695228372,3.0
CLI4141,0,1,2.662846731125438,0,8,+20annos,Alto,2,1927,0,0.031518381432255604,Granada,1.228,-0.5330863202314747,0,0.20823861712856237,0.5
CLI4142,0,1,1.3607101909334236,1,4,+20annos,Medio,3,1951,1,1.9037875439907619,Guipiºzcoa,0.915,1.2107324048461163,0,-0.37629164165758333,3.0
CLI4143,1,1,0.7638976100120838,1,0,+20annos,Medio,4,1962,1,1.5829149502569084,Burgos,1.6,1.2107324048461163,1,-0.3426979486238968,3.0
CLI4144,1,0,-1.026540132751936,1,7,<10annos,Bajo,5,1995,3,-0.9333274858117564,Cordoba,1.236,-0.5330863202314747,0,0.34261338926330853,0.5
CLI4145,0,0,-0.15844910595725972,1,0,+20annos,Bajo,1,1979,1,1.5498038994488268,Huelva,1.284,0.16444116979956172,0,1.0480809429707258,1.0
CLI4146,0,1,-0.429727551830596,0,4,10-20annos,Alto,3,1984,3,-0.4661063037958458,Zaragoza,1.79,-0.5330863202314747,0,1.8274546213522533,4.0
CLI4147,0,0,-0.3212161734812615,1,4,+20annos,Bajo,1,1982,3,-0.2980691311258714,Segovia,2.043,0.16444116979956172,0,1.6796423720040325,1.0
CLI4148,1,1,2.2288012177281,0,2,+20annos,Bajo,1,1935,0,0.22575671781663184,Malaga,1.756,-0.5330863202314747,0,0.006676458926443162,3.0
CLI4149,0,0,-1.0807958219266032,0,4,<10annos,Bajo,3,1996,3,-0.8640311895294256,Caceres,1.892,-0.5330863202314747,1,0.38292582090373234,0.5
CLI4150,1,0,-0.10419341678259245,1,0,+20annos,Bajo,1,1978,1,0.09816353736027666,Badajoz,1.111,0.16444116979956172,0,0.5576130246789024,3.0
CLI4151,1,0,-0.7010059977039323,0,3,10-20annos,Bajo,5,1989,3,-0.9375298253095453,Castellon,0.916,-0.5330863202314747,0,0.8733937391955557,3.0
CLI4152,1,0,-0.9180287544026013,1,3,<10annos,Bajo,1,1993,3,-0.8920937922160024,Madrid,1.997,-0.5330863202314747,1,0.4971443772182666,3.0
CLI4153,1,0,-0.8637730652279342,0,7,10-20annos,Bajo,4,1992,3,-0.9730381838848219,Cuenca,0.916,-0.5330863202314747,0,-0.49051019797211753,3.0
CLI4154,0,0,-0.9180287544026013,0,3,<10annos,Bajo,4,1993,3,-0.8007704680962681,Palencia,1.445,-0.5330863202314747,0,1.9013607460263637,4.0
CLI4155,1,0,-1.026540132751936,1,3,<10annos,Bajo,5,1995,3,-0.7468733487655663,Granada,12.015,-0.5330863202314747,0,0.9338623866561915,3.0
CLI4156,1,1,0.22134071826541113,1,7,+20annos,Medio,4,1972,1,2.0592459017881604,Sevilla,1.463,1.2107324048461163,0,-1.5587896364433493,3.0
CLI4157,0,1,0.3841077857894129,1,5,+20annos,Bajo,2,1969,1,-0.5706571260663384,Orense,0.622,0.16444116979956172,1,0.5374568088586904,3.0
CLI4158,1,1,1.5777329476320927,1,8,+20annos,Bajo,2,1947,1,0.43460452977050235,Pontevedra,0.681,0.16444116979956172,0,-0.7525410036348725,3.0
CLI4159,0,0,-0.3212161734812615,0,4,+20annos,Bajo,1,1982,3,-0.9150233359187029,La Rioja,1.652,-0.5330863202314747,0,0.1410512310611893,0.5
CLI4160,1,0,-0.26696048430659425,0,0,+20annos,Bajo,1,1981,3,-0.958344097452956,Cordoba,1.491,-0.5330863202314747,0,-0.7458222650281352,3.0
CLI4161,1,1,0.9809203667107528,1,0,+20annos,Medio,2,1958,1,1.5991602358322534,Valladolid,1.346,0.16444116979956172,1,0.27542600319593546,0.5
CLI4162,1,1,1.1436874342347545,1,7,+20annos,Medio,3,1955,1,0.9663273925343538,Ceuta,1.58,1.2107324048461163,0,1.2563618397795822,3.0
CLI4163,0,1,1.4692215692827582,0,8,+20annos,Bajo,2,1949,1,0.9344573010410555,Guipiºzcoa,1.561,2.6057873849081887,1,-0.006761018287031451,3.0
CLI4164,1,1,0.22134071826541113,1,0,+20annos,Bajo,1,1972,1,0.6315222101299789,Palencia,15.215,0.16444116979956172,1,-0.10754209738809106,3.0
CLI4165,1,1,-0.21270479513192697,1,0,+20annos,Bajo,2,1980,1,0.4374248918495553,Huesca,1.238,0.16444116979956172,0,-1.0145718092976275,3.0
CLI4166,1,1,0.16708502909074385,0,0,+20annos,Alto,3,1973,1,-0.17992416363434358,Zamora,1.091,-0.5330863202314747,0,-0.46363524354516833,3.0
CLI4167,1,1,-0.10419341678259245,1,0,+20annos,Bajo,3,1978,1,1.3712749798447754,Santa Cruz de Tenerife,1.463,1.2107324048461163,0,1.2026119309256837,1.0
CLI4168,0,1,0.2755964074400784,1,0,+20annos,Medio,5,1971,1,0.6012597250217407,Almeri­a,0.661,-0.5330863202314747,0,0.3358946506565712,0.5
CLI4169,0,0,0.5468748533134147,0,8,+20annos,Bajo,3,1966,1,-0.49346381596265937,Valladolid,0.896,-0.5330863202314747,0,0.10745753802750277,0.5
CLI4170,1,1,1.3064545017587563,1,7,+20annos,Medio,2,1952,1,-0.10380259112070464,Zamora,15.215,0.16444116979956172,0,-0.9003532529830933,3.0
CLI4171,1,0,-1.026540132751936,0,5,<10annos,Bajo,4,1995,3,-0.8387325416803207,Cordoba,14.775,-0.5330863202314747,1,0.06714510638707892,0.5
CLI4172,1,0,-0.4839832410052633,1,5,10-20annos,Bajo,1,1985,3,-0.718246673663179,Castellon,1.514,-0.5330863202314747,0,-0.47035398215190566,3.0
CLI4173,0,0,-0.9722844435772686,1,3,<10annos,Bajo,4,1994,3,-0.944919173956664,Lugo,1.79,-0.5330863202314747,1,-1.2497276605334333,3.0
CLI4174,0,1,2.5543353527761035,0,8,+20annos,Alto,2,1929,0,-0.4583785116992407,Almeri­a,0.818,-0.5330863202314747,1,-0.04035471132071799,3.0
CLI4175,0,0,-0.8095173760532669,1,5,10-20annos,Bajo,4,1991,3,-1.0697483995755472,Tarragona,1.744,-0.5330863202314747,1,-1.2094152288930093,3.0
CLI4176,1,1,-0.04993772760792519,0,2,+20annos,Bajo,3,1977,1,-0.35394050391191023,La Rioja,1.717,-0.5330863202314747,0,1.3168304872402181,3.0
CLI4177,0,1,-0.3212161734812615,1,0,+20annos,Bajo,1,1982,3,-0.009461479576383667,Cuenca,1.123,0.16444116979956172,0,-0.12769831320830297,3.0
CLI4178,0,1,1.3607101909334236,1,8,+20annos,Alto,2,1951,1,1.5264513014342684,ilava,1.463,0.16444116979956172,0,-0.20832317648915066,3.0
CLI4179,0,1,1.7947557043307618,1,5,+20annos,Bajo,2,1943,0,-0.5463174013241116,Las Palmas,0.7,0.16444116979956172,0,0.39636329811720694,0.5
CLI4180,1,0,-1.0807958219266032,1,3,<10annos,Bajo,1,1996,3,-1.0377090863575058,Leon,1.167,-0.5330863202314747,0,0.9607373410831408,3.0
CLI4181,1,1,2.717102420300105,0,8,+20annos,Bajo,1,1926,0,-0.07320166256298019,Gerona,11.305,-0.5330863202314747,0,-0.7122285719944487,3.0
CLI4182,1,0,-0.8095173760532669,1,5,10-20annos,Bajo,4,1991,3,-0.7560113219016978,Murcia,1.606,-0.5330863202314747,1,-0.18144822206220143,3.0
CLI4183,1,1,-0.6467503085292651,0,2,10-20annos,Alto,5,1988,3,-0.8895836699656453,Gerona,1.606,-0.5330863202314747,0,0.17464492409487584,0.5
CLI4184,0,1,-0.37547186265592875,1,1,10-20annos,Alto,3,1983,3,1.5635672663946052,Tarragona,1.951,-0.5330863202314747,0,1.86104831438594,1.0
CLI4185,1,1,1.5234772584574254,0,8,+20annos,Alto,2,1948,1,-0.175044937237582,Las Palmas,1.033,-0.5330863202314747,1,0.36948834369025774,0.5
CLI4186,0,1,0.4383634749640802,1,4,+20annos,Medio,2,1968,1,1.48284850369211,Zaragoza,0.876,0.16444116979956172,1,-1.202696490286272,3.0
CLI4187,1,0,-1.460585646149274,0,0,<10annos,Bajo,3,2003,2,-0.9298866440753119,Castellon,1.65,-0.5330863202314747,1,-0.5980100156799145,3.0
CLI4188,1,1,0.1128293399160766,1,7,+20annos,Medio,2,1974,1,1.1942126485218316,Las Palmas,1.365,0.16444116979956172,0,-0.42332281190474447,3.0
CLI4189,0,0,-0.7010059977039323,0,5,10-20annos,Bajo,5,1989,3,-0.7880788387405299,Navarra,1.813,-0.5330863202314747,0,1.6930798492175072,4.0
CLI4190,0,0,-1.2978185786252723,0,5,<10annos,Bajo,4,2000,2,-0.9216229831836867,Santa Cruz de Tenerife,3.03,-0.5330863202314747,1,0.4098007753306816,0.5
CLI4191,0,0,-1.026540132751936,0,4,<10annos,Bajo,6,1995,3,-0.7846379970040852,Soria,2.168,-0.5330863202314747,0,-1.7603517946454685,3.0
CLI4192,0,1,-0.04993772760792519,1,0,+20annos,Alto,3,1977,1,-0.23139577157705982,Melilla,1.541,-0.5330863202314747,1,0.29558221901614734,0.5
CLI4193,1,0,-1.460585646149274,0,3,<10annos,Bajo,2,2003,2,-1.055082516764472,Murcia,1.512,-0.5330863202314747,1,0.1276137538477147,0.5
CLI4194,1,1,0.2755964074400784,1,0,+20annos,Medio,3,1971,1,-0.004610456800412604,Pontevedra,1.502,1.2107324048461163,0,0.08058258360055354,0.5
CLI4195,0,1,1.0351760558854202,1,5,+20annos,Medio,2,1957,1,0.8783602992886925,Cuenca,1.17,0.16444116979956172,0,-1.484883511769239,3.0
CLI4196,0,0,-1.4063299569746068,0,6,<10annos,Bajo,2,2002,2,-0.9668051836901149,Valladolid,1.305,-0.5330863202314747,1,-0.5106664137923295,3.0
CLI4197,1,0,-1.2978185786252723,0,3,<10annos,Bajo,4,2000,2,-1.024932846139396,Huesca,1.443,-0.5330863202314747,0,-1.6528519769376717,3.0
CLI4198,0,0,-0.7552616868785996,1,7,10-20annos,Bajo,3,1990,3,-0.9469216310327916,Segovia,0.732,-0.5330863202314747,0,-0.369572903050846,3.0
CLI4199,1,0,-1.0807958219266032,1,0,<10annos,Bajo,3,1996,3,-0.8615210672790685,Granada,2.582,-0.5330863202314747,1,0.2485510487689862,0.5
CLI4200,1,1,-0.15844910595725972,1,3,+20annos,Bajo,3,1979,1,0.7187560092350864,Las Palmas,0.663,-0.5330863202314747,0,0.28886348040941007,0.5
CLI4201,1,1,-0.429727551830596,1,2,10-20annos,Alto,3,1984,3,1.7517418243090175,Burgos,1.514,-0.5330863202314747,0,1.3235492258469552,1.0
CLI4202,1,1,0.2755964074400784,1,0,+20annos,Alto,5,1971,1,1.6677796452156115,Ciudad Real,0.955,-0.5330863202314747,0,1.5251113840490746,4.0
CLI4203,1,0,-0.9722844435772686,0,0,<10annos,Bajo,1,1994,3,-0.8003474137844101,Soria,0.663,-0.5330863202314747,1,-0.6987910947809741,3.0
CLI4204,1,0,-0.4839832410052633,1,8,10-20annos,Bajo,1,1985,3,-0.8766664116435828,Cordoba,0.847,-0.5330863202314747,1,-0.39644785747779526,3.0
CLI4205,0,1,-0.26696048430659425,1,5,+20annos,Medio,3,1981,3,-0.6329871280134085,Leon,1.905,-0.5330863202314747,0,-1.6326957611174597,3.0
CLI4206,1,1,-0.3212161734812615,0,2,+20annos,Medio,3,1982,3,0.3211695669509929,La Corui±a,0.755,-0.5330863202314747,0,1.1488620220717853,3.0
CLI4207,0,1,0.8181532991867511,1,0,+20annos,Medio,3,1961,1,0.3760538130093632,Valencia,1.15,1.2107324048461163,0,-1.4983209889827136,3.0
CLI4208,1,0,-0.3212161734812615,1,0,+20annos,Bajo,1,1982,3,1.875076258026003,ivila,1.721,0.16444116979956172,0,-0.6853536175674995,3.0
CLI4209,1,1,2.1745455285534327,0,0,+20annos,Bajo,2,1936,0,1.3847563105826486,Toledo,1.111,2.6057873849081887,0,-0.718947310601186,3.0
CLI4210,1,1,0.8181532991867511,1,7,+20annos,Medio,2,1961,1,1.161947706337466,Palencia,1.072,0.16444116979956172,0,-0.8533220827359321,3.0
CLI4211,1,1,1.0351760558854202,1,7,+20annos,Medio,2,1957,1,0.16125503706869102,Tarragona,1.737,0.16444116979956172,1,0.35605086647678313,0.5
CLI4212,1,0,-0.8637730652279342,1,3,10-20annos,Bajo,4,1992,3,-0.927066281996259,Segovia,1.56,-0.5330863202314747,0,0.5173005930384785,3.0
CLI4213,0,0,-1.243562889450605,0,3,<10annos,Bajo,4,1999,2,-0.7985705856746068,ivila,3.03,-0.5330863202314747,1,-0.5241038910058041,3.0
CLI4214,0,1,2.3373125960774344,0,8,+20annos,Bajo,1,1933,0,0.9654248766690569,Cordoba,1.424,2.6057873849081887,0,-0.564416322646228,3.0
CLI4215,1,1,-0.37547186265592875,1,7,10-20annos,Medio,3,1983,3,0.2683159815895408,Cuenca,0.87,-0.5330863202314747,0,-1.6528519769376717,3.0
CLI4216,1,1,-0.4839832410052633,0,0,10-20annos,Bajo,6,1985,3,-0.9238792728469291,Toledo,1.284,-0.5330863202314747,0,-1.3303525238142808,3.0
CLI4217,1,1,-0.15844910595725972,1,5,+20annos,Medio,2,1979,1,1.6585288575963177,Guipiºzcoa,1.146,0.16444116979956172,0,0.8666750005888184,3.0
CLI4218,0,1,-0.3212161734812615,1,0,+20annos,Medio,2,1982,3,-0.6371894675111973,Palencia,1.974,-0.5330863202314747,0,-0.32254173280368487,3.0
CLI4219,1,1,2.2288012177281,0,7,+20annos,Bajo,1,1935,0,0.538732297729137,La Corui±a,0.876,2.6057873849081887,0,-0.9675406390504664,3.0
CLI4220,0,1,0.8724089883614183,1,1,+20annos,Bajo,1,1960,1,1.1711984939567597,Castellon,1.639,0.16444116979956172,0,-0.9070719915898305,3.0
CLI4221,0,0,-0.3212161734812615,0,4,+20annos,Bajo,1,1982,3,0.8528924297148445,Huesca,1.583,2.6057873849081887,0,-0.026917234107243372,3.0
CLI4222,1,1,-1.5148413353239414,0,5,<10annos,Bajo,2,2004,2,-1.2141227344022676,Palencia,2.892,-0.5330863202314747,0,-1.7939454876791552,3.0
CLI4223,1,0,-0.37547186265592875,1,0,10-20annos,Bajo,4,1983,3,-0.0021285381708460132,Segovia,1.537,-0.5330863202314747,0,0.37620708229699507,0.5
CLI4224,1,1,-0.04993772760792519,0,0,+20annos,Medio,2,1977,1,-0.4525403621956011,Segovia,15.215,-0.5330863202314747,1,0.21495735573529967,0.5
CLI4225,0,0,-0.429727551830596,1,5,10-20annos,Bajo,1,1984,3,0.26323932984724546,Gerona,1.1,0.16444116979956172,0,-0.20160443788241336,3.0
CLI4226,0,1,1.9575227718547636,1,8,+20annos,Alto,2,1940,0,-0.7586624622560076,Almeri­a,1.463,-0.5330863202314747,1,-0.5778537998597025,3.0
CLI4227,1,0,-0.6467503085292651,0,7,10-20annos,Bajo,1,1988,3,-0.7404993304669066,LLeida,1.675,-0.5330863202314747,0,-1.0817591953650005,3.0
CLI4228,1,1,-0.04993772760792519,0,2,+20annos,Alto,5,1977,1,1.7303070725082152,Alicante,1.737,-0.5330863202314747,1,-0.30238551698347294,3.0
CLI4229,1,1,0.22134071826541113,0,2,+20annos,Alto,7,1972,1,-0.9024163174253362,Huelva,15.215,-0.5330863202314747,0,-0.07394840435440451,3.0
CLI4230,1,1,2.2288012177281,0,8,+20annos,Bajo,2,1935,0,0.1366050724977683,Pontevedra,1.561,-0.5330863202314747,1,-0.5308226296125415,3.0
CLI4231,1,0,-0.9722844435772686,1,0,<10annos,Bajo,3,1994,3,-0.9841504104762905,Palencia,1.882,-0.5330863202314747,0,0.28886348040941007,0.5
CLI4232,1,0,-0.8637730652279342,0,7,10-20annos,Bajo,5,1992,3,-0.9612490703943806,Sevilla,1.951,-0.5330863202314747,1,0.026832674746655082,0.5
CLI4233,0,0,-0.3212161734812615,1,5,+20annos,Bajo,3,1982,3,1.4113241213673273,Sevilla,1.951,-0.5330863202314747,0,-0.19488569927567606,3.0
CLI4234,0,0,-1.460585646149274,1,3,<10annos,Bajo,4,2003,2,-0.9161232771295335,Pontevedra,1.719,-0.5330863202314747,0,0.44339446836436813,0.5
CLI4235,1,1,-0.37547186265592875,1,2,10-20annos,Medio,5,1983,3,-0.8285510345749396,Sevilla,1.629,-0.5330863202314747,0,-1.4647272959490272,3.0
CLI4236,1,0,0.22134071826541113,0,7,+20annos,Bajo,1,1972,1,0.014906448786633766,Huesca,1.052,-0.5330863202314747,0,-1.1892590130727976,3.0
CLI4237,0,0,-0.6467503085292651,1,4,10-20annos,Bajo,5,1988,3,-1.0246508099314908,Orense,1.445,-0.5330863202314747,0,1.2362056239593704,1.0
